Date,Open,High,Low,Close,Adj Close,Volume
2007-11-27,12.350000,12.550000,12.250000,12.350000,9.861739,7600
2007-11-28,12.350000,12.350000,12.350000,12.350000,9.861739,0
2007-11-29,12.700000,12.700000,12.700000,12.700000,10.141220,700
2007-11-30,13.500000,13.800000,13.500000,13.500000,10.780039,2400
2007-12-03,13.750000,13.750000,13.100000,13.750000,10.979670,4200
2007-12-04,13.250000,13.400000,13.200000,13.250000,10.580408,5000
2007-12-05,13.250000,13.350000,13.200000,13.250000,10.580408,3400
2007-12-06,13.250000,13.250000,13.250000,13.250000,10.580408,1200
2007-12-07,13.500000,13.600000,13.500000,13.500000,10.780039,3600
2007-12-10,13.450000,13.500000,13.400000,13.450000,10.740111,3400
2007-12-11,13.500000,13.500000,13.300000,13.500000,10.780039,1000
2007-12-12,13.250000,13.500000,13.250000,13.250000,10.580408,5400
2007-12-13,13.250000,13.250000,13.250000,13.250000,10.580408,0
2007-12-14,12.600000,12.650000,12.600000,12.600000,10.061370,4400
2007-12-17,12.550000,12.550000,12.500000,12.550000,10.021443,900
2007-12-18,12.550000,12.550000,12.550000,12.550000,10.021443,0
2007-12-19,11.850000,11.900000,11.400000,11.850000,9.462479,8700
2007-12-20,11.400000,11.400000,11.400000,11.400000,9.103144,500
2007-12-21,12.300000,12.300000,11.690000,12.300000,9.821813,4100
2007-12-24,11.700000,11.700000,11.700000,11.700000,9.342699,400
2007-12-26,11.700000,11.700000,11.700000,11.700000,9.342699,0
2007-12-27,12.300000,12.300000,12.300000,12.300000,9.821813,1100
2007-12-28,12.300000,12.300000,12.300000,12.300000,9.821813,0
2007-12-31,13.000000,13.250000,12.750000,13.000000,10.380777,21600
2008-01-02,13.600000,13.750000,13.520000,13.600000,10.859892,103600
2008-01-03,13.500000,13.650000,13.500000,13.500000,10.780039,3800
2008-01-04,12.850000,13.350000,12.800000,12.850000,10.261001,3800
2008-01-07,12.500000,12.900000,12.500000,12.500000,9.981518,2800
2008-01-08,11.950000,12.600000,11.950000,11.950000,9.542330,4800
2008-01-09,11.950000,12.500000,11.950000,11.950000,9.542330,13100
2008-01-10,12.200000,12.200000,12.050000,12.200000,9.741961,2600
2008-01-11,12.200000,12.200000,12.200000,12.200000,9.741961,0
2008-01-14,11.750000,11.750000,11.700000,11.750000,9.382627,2200
2008-01-15,11.600000,11.700000,11.000000,11.600000,9.262848,2900
2008-01-16,10.500000,10.500000,10.450000,10.500000,8.384475,2100
2008-01-17,10.000000,10.650000,10.000000,10.000000,7.985214,2200
2008-01-18,9.350000,9.950000,9.300000,9.350000,7.466176,5900
2008-01-22,9.050000,9.050000,9.000000,9.050000,7.226619,3900
2008-01-23,9.250000,9.250000,8.650000,9.250000,7.386322,7700
2008-01-24,9.850000,9.900000,9.850000,9.850000,7.865436,3400
2008-01-25,9.650000,10.000000,9.350000,9.650000,7.705730,11400
2008-01-28,9.100000,9.100000,9.100000,9.100000,7.266545,1700
2008-01-29,9.750000,9.800000,9.350000,9.750000,7.785584,3600
2008-01-30,9.500000,10.000000,9.450000,9.500000,7.585953,8700
2008-01-31,9.250000,9.500000,9.250000,9.250000,7.386322,3600
2008-02-01,9.650000,9.700000,9.290000,9.650000,7.705730,19100
2008-02-04,9.650000,9.650000,9.650000,9.650000,7.705730,0
2008-02-05,9.150000,9.200000,9.150000,9.150000,7.306470,3200
2008-02-06,9.100000,9.150000,9.100000,9.100000,7.266545,5600
2008-02-07,8.500000,9.000000,8.500000,8.500000,6.787431,2300
2008-02-08,8.900000,8.900000,8.500000,8.900000,7.106840,1400
2008-02-11,8.550000,8.550000,8.550000,8.550000,6.827358,1200
2008-02-12,8.550000,8.600000,8.550000,8.550000,6.827358,1500
2008-02-13,8.350000,18.350000,8.350000,8.350000,6.667654,6500
2008-02-14,8.300000,8.400000,8.300000,8.300000,6.627728,8100
2008-02-15,7.800000,7.800000,7.800000,7.800000,6.228467,500
2008-02-19,8.350000,8.350000,8.350000,8.350000,6.667654,400
2008-02-20,7.650000,7.650000,7.650000,7.650000,6.108688,400
2008-02-21,8.300000,8.300000,8.050000,8.300000,6.627728,5000
2008-02-22,8.150000,8.650000,8.100000,8.150000,6.507948,7900
2008-02-25,9.250000,9.250000,8.550000,9.250000,7.386322,4400
2008-02-26,9.140000,9.140000,9.000000,9.140000,7.298486,23000
2008-02-27,9.550000,9.900000,9.550000,9.550000,7.625879,3300
2008-02-28,9.800000,10.000000,9.800000,9.800000,7.825510,4600
2008-02-29,9.250000,9.250000,9.250000,9.250000,7.386322,600
2008-03-03,9.350000,9.350000,9.350000,9.350000,7.466176,3100
2008-03-04,9.400000,9.400000,9.400000,9.400000,7.506101,1900
2008-03-05,9.000000,9.700000,9.000000,9.000000,7.186692,5300
2008-03-06,9.000000,9.500000,8.950000,9.000000,7.186692,10800
2008-03-07,8.550000,8.950000,8.500000,8.550000,6.827358,8400
2008-03-10,8.600000,8.600000,8.550000,8.600000,6.867285,5500
2008-03-11,9.500000,9.500000,9.500000,9.500000,7.585953,600
2008-03-12,9.050000,9.050000,9.050000,9.050000,7.226619,500
2008-03-13,9.020000,9.020000,8.800000,9.020000,7.202663,15600
2008-03-14,8.750000,8.800000,8.700000,8.750000,6.987062,6600
2008-03-17,8.650000,8.650000,8.250000,8.650000,6.907210,4800
2008-03-18,9.000000,9.000000,8.500000,9.000000,7.186692,4500
2008-03-19,8.750000,8.750000,8.750000,8.750000,6.987062,700
2008-03-20,7.950000,8.050000,7.900000,7.950000,6.348245,4100
2008-03-24,8.050000,8.500000,7.900000,8.050000,6.428097,60100
2008-03-25,8.000000,8.500000,8.000000,8.000000,6.388171,3000
2008-03-26,7.950000,7.950000,7.850000,7.950000,6.348245,3200
2008-03-27,8.200000,8.200000,8.200000,8.200000,6.547875,20400
2008-03-28,7.950000,8.250000,7.950000,7.950000,6.348245,1200
2008-03-31,8.300000,8.300000,8.250000,8.300000,6.627728,2500
2008-04-01,8.250000,8.250000,8.250000,8.250000,6.587801,700
2008-04-02,9.000000,9.000000,8.400000,9.000000,7.186692,1300
2008-04-03,8.750000,8.750000,8.750000,8.750000,6.987062,2000
2008-04-04,8.400000,8.400000,8.400000,8.400000,6.707579,400
2008-04-07,8.400000,8.400000,8.400000,8.400000,6.707579,0
2008-04-08,8.350000,8.350000,8.300000,8.350000,6.667654,6000
2008-04-09,8.150000,8.150000,8.150000,8.150000,6.507948,800
2008-04-10,8.250000,8.250000,8.250000,8.250000,6.587801,1900
2008-04-11,8.250000,8.500000,8.250000,8.250000,6.587801,3700
2008-04-14,8.000000,8.000000,8.000000,8.000000,6.388171,700
2008-04-15,8.300000,8.300000,8.250000,8.300000,6.627728,4100
2008-04-16,8.150000,8.150000,8.100000,8.150000,6.507948,4000
2008-04-17,8.350000,8.600000,8.250000,8.350000,6.667654,13300
2008-04-18,8.450000,8.850000,8.450000,8.450000,6.747505,1200
2008-04-21,8.550000,8.550000,8.550000,8.550000,6.827358,400
2008-04-22,8.550000,8.550000,8.550000,8.550000,6.827358,0
2008-04-23,8.800000,8.800000,8.800000,8.800000,7.026988,2000
2008-04-24,8.350000,8.400000,8.350000,8.350000,6.667654,1500
2008-04-25,8.350000,8.350000,8.350000,8.350000,6.667654,0
2008-04-28,8.850000,8.850000,8.550000,8.850000,7.066914,5100
2008-04-29,8.850000,8.850000,8.850000,8.850000,7.066914,0
2008-04-30,8.500000,8.500000,8.500000,8.500000,6.787431,600
2008-05-01,8.400000,8.400000,8.400000,8.400000,6.707579,300
2008-05-02,8.800000,8.800000,8.500000,8.800000,7.026988,1300
2008-05-05,8.800000,8.800000,8.800000,8.800000,7.026988,0
2008-05-06,8.700000,9.050000,8.700000,8.700000,6.947136,1900
2008-05-07,8.700000,9.250000,8.700000,8.700000,6.947136,2900
2008-05-08,8.700000,8.700000,8.700000,8.700000,6.947136,0
2008-05-09,9.200000,9.200000,9.200000,9.200000,7.346396,1300
2008-05-12,9.100000,9.100000,9.100000,9.100000,7.266545,1100
2008-05-13,9.100000,9.100000,9.100000,9.100000,7.266545,0
2008-05-14,8.750000,8.750000,8.750000,8.750000,6.987062,500
2008-05-15,8.750000,8.750000,8.750000,8.750000,6.987062,0
2008-05-16,9.250000,9.500000,9.250000,9.250000,7.386322,1000
2008-05-19,9.400000,9.400000,9.350000,9.400000,7.506101,1700
2008-05-20,9.150000,9.150000,9.150000,9.150000,7.306470,600
2008-05-21,9.050000,9.450000,9.050000,9.050000,7.226619,3900
2008-05-22,9.350000,9.350000,9.200000,9.350000,7.466176,4600
2008-05-23,9.350000,9.350000,9.350000,9.350000,7.466176,0
2008-05-27,9.100000,9.100000,9.100000,9.100000,7.266545,400
2008-05-28,9.100000,9.100000,9.100000,9.100000,7.266545,400
2008-05-29,9.100000,9.100000,9.100000,9.100000,7.266545,0
2008-05-30,9.250000,9.450000,9.150000,9.250000,7.386322,4100
2008-06-02,9.300000,9.450000,9.300000,9.300000,7.426249,3400
2008-06-03,9.300000,9.350000,9.300000,9.300000,7.426249,1300
2008-06-04,9.150000,9.150000,9.150000,9.150000,7.306470,800
2008-06-05,9.150000,9.150000,9.150000,9.150000,7.306470,0
2008-06-06,8.750000,8.750000,8.750000,8.750000,6.987062,3000
2008-06-09,8.700000,9.000000,8.700000,8.700000,6.947136,1700
2008-06-10,8.500000,8.500000,8.450000,8.500000,6.787431,300
2008-06-11,8.500000,8.500000,8.500000,8.500000,6.787431,0
2008-06-12,8.050000,8.050000,8.000000,8.050000,6.428097,2800
2008-06-13,8.100000,8.400000,8.050000,8.100000,6.468023,4000
2008-06-16,8.100000,8.100000,8.100000,8.100000,6.468023,2700
2008-06-17,8.150000,8.150000,8.150000,8.150000,6.507948,400
2008-06-18,7.750000,8.050000,7.750000,7.750000,6.188540,8200
2008-06-19,7.700000,7.700000,7.700000,7.700000,6.148614,4500
2008-06-20,7.300000,7.550000,7.300000,7.300000,5.829206,7000
2008-06-23,7.300000,7.300000,7.300000,7.300000,5.829206,0
2008-06-24,7.350000,7.400000,7.000000,7.350000,5.869133,6700
2008-06-25,7.400000,7.450000,7.100000,7.400000,5.909058,2100
2008-06-26,6.850000,7.250000,6.850000,6.850000,5.469871,8300
2008-06-27,6.800000,6.800000,6.800000,6.800000,5.429946,900
2008-06-30,6.800000,6.800000,6.800000,6.800000,5.429946,0
2008-07-01,6.600000,6.600000,6.600000,6.600000,5.270241,4500
2008-07-02,6.600000,6.600000,6.600000,6.600000,5.270241,0
2008-07-03,6.350000,6.350000,6.350000,6.350000,5.070610,1900
2008-07-07,6.350000,6.350000,6.080000,6.350000,5.070610,3400
2008-07-08,5.750000,6.150000,5.750000,5.750000,4.591498,2200
2008-07-09,5.350000,5.350000,5.350000,5.350000,4.272089,400
2008-07-10,5.650000,5.650000,5.600000,5.650000,4.511646,1500
2008-07-11,5.600000,5.900000,5.500000,5.600000,4.471719,4700
2008-07-14,5.650000,5.700000,5.650000,5.650000,4.511646,3800
2008-07-15,5.400000,5.500000,5.400000,5.400000,4.312015,16200
2008-07-16,5.650000,6.000000,5.550000,5.650000,4.511646,5300
2008-07-17,6.550000,6.550000,6.550000,6.550000,5.230315,900
2008-07-18,6.800000,7.400000,6.550000,6.800000,5.429946,2400
2008-07-21,6.950000,6.950000,6.950000,6.950000,5.549723,500
2008-07-22,6.750000,6.750000,6.600000,6.750000,5.390019,5200
2008-07-23,6.550000,6.600000,6.500000,6.550000,5.230315,6200
2008-07-24,6.350000,6.350000,6.300000,6.350000,5.070610,2100
2008-07-25,6.300000,6.650000,6.300000,6.300000,5.030685,2200
2008-07-28,6.400000,6.400000,6.400000,6.400000,5.110537,500
2008-07-29,6.300000,6.300000,6.250000,6.300000,5.030685,2200
2008-07-30,6.100000,6.350000,6.100000,6.100000,4.870980,4100
2008-07-31,6.100000,6.100000,6.100000,6.100000,4.870980,0
2008-08-01,6.150000,6.150000,6.150000,6.150000,4.910906,1900
2008-08-04,6.150000,6.150000,6.150000,6.150000,4.910906,0
2008-08-05,6.000000,6.000000,6.000000,6.000000,4.791129,2000
2008-08-06,6.100000,6.200000,6.100000,6.100000,4.870980,1100
2008-08-07,6.100000,6.100000,6.100000,6.100000,4.870980,0
2008-08-08,5.800000,5.800000,5.800000,5.800000,4.631424,600
2008-08-11,5.950000,5.950000,5.950000,5.950000,4.751202,1500
2008-08-12,5.750000,5.900000,5.750000,5.750000,4.591498,4000
2008-08-13,6.000000,6.000000,6.000000,6.000000,4.791129,1000
2008-08-14,6.600000,6.600000,6.250000,6.600000,5.270241,1600
2008-08-15,6.400000,6.400000,6.400000,6.400000,5.110537,1800
2008-08-18,6.400000,6.400000,6.400000,6.400000,5.110537,0
2008-08-19,6.400000,6.400000,6.400000,6.400000,5.110537,800
2008-08-20,6.250000,6.600000,6.250000,6.250000,4.990759,5100
2008-08-21,6.420000,6.420000,6.420000,6.420000,5.126507,1100
2008-08-22,6.450000,6.450000,6.450000,6.450000,5.150463,15800
2008-08-25,6.500000,6.500000,6.500000,6.500000,5.190389,5100
2008-08-26,6.500000,6.500000,6.500000,6.500000,5.190389,0
2008-08-27,6.500000,6.500000,6.450000,6.500000,5.190389,7600
2008-08-28,6.720000,6.720000,6.700000,6.720000,5.366063,1800
2008-08-29,6.720000,6.720000,6.720000,6.720000,5.366063,0
2008-09-02,6.700000,6.700000,6.650000,6.700000,5.350093,2400
2008-09-03,6.650000,6.950000,6.650000,6.650000,5.310167,3000
2008-09-04,7.050000,7.050000,6.450000,7.050000,5.629576,1300
2008-09-05,6.700000,6.700000,6.600000,6.700000,5.350093,10200
2008-09-08,7.000000,7.000000,7.000000,7.000000,5.589650,1000
2008-09-09,6.850000,6.850000,6.750000,6.850000,5.469871,5000
2008-09-10,6.750000,7.250000,6.700000,6.750000,5.390019,4400
2008-09-11,6.700000,6.700000,6.700000,6.700000,5.350093,1400
2008-09-12,6.950000,6.950000,6.800000,6.950000,5.549723,10500
2008-09-15,6.950000,6.950000,6.950000,6.950000,5.549723,0
2008-09-16,6.500000,6.550000,6.200000,6.500000,5.190389,21400
2008-09-17,6.700000,6.750000,6.600000,6.700000,5.350093,23000
2008-09-18,6.750000,6.850000,6.600000,6.750000,5.390019,16200
2008-09-19,7.100000,7.100000,7.000000,7.100000,5.669502,7300
2008-09-22,7.450000,7.500000,7.350000,7.450000,5.948984,4000
2008-09-23,7.100000,7.100000,7.100000,7.100000,5.669502,1500
2008-09-24,7.350000,7.350000,7.100000,7.350000,5.869133,3800
2008-09-25,6.950000,6.950000,6.900000,6.950000,5.549723,9700
2008-09-26,6.800000,6.850000,6.800000,6.800000,5.429946,5000
2008-09-29,6.000000,6.450000,6.000000,6.000000,4.791129,4400
2008-09-30,6.400000,6.550000,6.250000,6.400000,5.110537,15200
2008-10-01,6.550000,6.600000,6.550000,6.550000,5.230315,9800
2008-10-02,6.250000,6.250000,6.100000,6.250000,4.990759,5700
2008-10-03,6.300000,6.300000,6.300000,6.300000,5.030685,7500
2008-10-06,5.400000,5.550000,5.000000,5.400000,4.312015,25000
2008-10-07,5.450000,5.800000,5.000000,5.450000,4.351942,11500
2008-10-08,4.750000,5.170000,4.650000,4.750000,3.792977,32500
2008-10-09,5.000000,5.150000,5.000000,5.000000,3.992607,6200
2008-10-10,4.250000,4.800000,4.250000,4.250000,3.393716,16200
2008-10-13,4.850000,5.000000,4.850000,4.850000,3.872828,3900
2008-10-14,4.850000,5.050000,4.750000,4.850000,3.872828,13200
2008-10-15,4.250000,4.250000,4.250000,4.250000,3.393716,3000
2008-10-16,3.850000,3.850000,3.850000,3.850000,3.074307,2600
2008-10-17,4.200000,4.200000,3.850000,4.200000,3.353790,2500
2008-10-20,4.100000,4.100000,4.000000,4.100000,3.273937,1900
2008-10-21,4.000000,4.000000,4.000000,4.000000,3.194086,1300
2008-10-22,3.450000,3.450000,3.450000,3.450000,2.754899,1000
2008-10-23,3.200000,3.200000,3.200000,3.200000,2.555268,4000
2008-10-24,3.250000,3.300000,3.250000,3.250000,2.595194,1600
2008-10-27,3.250000,3.250000,3.200000,3.200000,2.555268,6400
2008-10-28,3.500000,3.750000,3.500000,3.750000,2.994455,5700
2008-10-29,3.750000,3.750000,3.750000,3.750000,2.994455,0
2008-10-30,4.550000,4.600000,4.550000,4.550000,3.633273,8300
2008-10-31,4.600000,5.150000,4.500000,4.750000,3.792977,4300
2008-11-03,5.350000,5.350000,5.350000,5.350000,4.272089,1200
2008-11-04,5.100000,5.100000,5.000000,5.000000,3.992607,800
2008-11-05,4.850000,4.850000,4.850000,4.850000,3.872828,500
2008-11-06,4.350000,4.400000,4.250000,4.250000,3.393716,2900
2008-11-07,4.750000,4.750000,4.500000,4.500000,3.593346,3500
2008-11-10,4.500000,4.500000,4.500000,4.500000,3.593346,0
2008-11-11,4.500000,4.500000,4.500000,4.500000,3.593346,0
2008-11-12,4.500000,4.500000,4.500000,4.500000,3.593346,0
2008-11-13,3.850000,4.150000,3.800000,4.000000,3.194086,41300
2008-11-14,4.000000,4.000000,4.000000,4.000000,3.194086,0
2008-11-17,4.500000,4.500000,4.000000,4.000000,3.194086,1200
2008-11-18,4.200000,4.200000,3.650000,3.650000,2.914603,4500
2008-11-19,3.900000,3.900000,3.650000,3.650000,2.914603,3000
2008-11-20,3.650000,3.950000,3.600000,3.600000,2.874677,4600
2008-11-21,3.750000,3.750000,3.600000,3.750000,2.994455,14900
2008-11-24,3.850000,3.900000,3.750000,3.900000,3.114233,7500
2008-11-25,4.050000,4.050000,4.050000,4.050000,3.234012,1100
2008-11-26,3.950000,3.950000,3.950000,3.950000,3.154159,1400
2008-11-28,3.950000,3.950000,3.950000,3.950000,3.154159,0
2008-12-01,3.750000,3.800000,3.750000,3.800000,3.034381,7900
2008-12-02,3.700000,3.800000,3.700000,3.750000,2.994455,7000
2008-12-03,3.850000,3.850000,3.850000,3.850000,3.074307,900
2008-12-04,3.700000,3.750000,3.700000,3.750000,2.994455,11900
2008-12-05,3.750000,3.750000,3.750000,3.750000,2.994455,0
2008-12-08,3.750000,3.750000,3.650000,3.750000,2.994455,5500
2008-12-09,3.750000,4.000000,3.750000,3.750000,2.994455,8200
2008-12-10,3.800000,4.000000,3.750000,4.000000,3.194086,7300
2008-12-11,3.950000,3.950000,3.900000,3.900000,3.114233,3200
2008-12-12,3.750000,4.000000,3.550000,3.700000,2.954529,5300
2008-12-15,3.650000,3.700000,3.650000,3.650000,2.914603,8500
2008-12-16,3.650000,3.650000,3.650000,3.650000,2.914603,1300
2008-12-17,3.800000,3.800000,3.750000,3.750000,2.994455,3900
2008-12-18,4.250000,4.250000,3.800000,3.900000,3.114233,12000
2008-12-19,3.700000,3.850000,3.700000,3.800000,3.034381,24200
2008-12-22,3.830000,3.830000,3.750000,3.750000,2.994455,2900
2008-12-23,3.700000,3.700000,3.700000,3.700000,2.954529,4500
2008-12-24,3.850000,3.850000,3.700000,3.800000,3.034381,10800
2008-12-26,3.850000,3.850000,3.850000,3.850000,3.074307,2600
2008-12-29,4.300000,4.300000,3.800000,3.900000,3.114233,12400
2008-12-30,3.850000,3.850000,3.830000,3.830000,3.058337,1200
2008-12-31,3.750000,3.750000,3.750000,3.750000,2.994455,500
2009-01-02,3.750000,3.750000,3.750000,3.750000,2.994455,0
2009-01-05,4.300000,4.300000,3.800000,4.000000,3.194086,16600
2009-01-06,4.200000,4.300000,4.100000,4.100000,3.273937,10100
2009-01-07,4.550000,4.550000,4.100000,4.100000,3.273937,6200
2009-01-08,4.100000,4.100000,4.050000,4.050000,3.234012,2300
2009-01-09,4.000000,4.150000,4.000000,4.150000,3.313864,1000
2009-01-12,4.100000,4.300000,4.100000,4.300000,3.433642,2000
2009-01-13,3.950000,4.250000,3.900000,3.900000,3.114233,3600
2009-01-14,3.800000,3.800000,3.800000,3.800000,3.034381,1100
2009-01-15,4.000000,4.080000,4.000000,4.080000,3.257967,3500
2009-01-16,4.250000,4.250000,4.200000,4.200000,3.353790,3700
2009-01-20,4.200000,4.200000,4.200000,4.200000,3.353790,0
2009-01-21,4.100000,4.650000,4.100000,4.650000,3.713125,10600
2009-01-22,4.200000,4.200000,4.150000,4.200000,3.353790,4600
2009-01-23,4.000000,4.000000,4.000000,4.000000,3.194086,1000
2009-01-26,4.100000,4.100000,4.050000,4.050000,3.234012,1800
2009-01-27,4.350000,4.350000,4.050000,4.050000,3.234012,2200
2009-01-28,4.100000,4.450000,4.100000,4.450000,3.553420,6700
2009-01-29,4.000000,4.000000,3.850000,3.850000,3.074307,4500
2009-01-30,3.700000,3.800000,3.700000,3.800000,3.034381,3600
2009-02-02,3.750000,4.000000,3.750000,3.840000,3.066322,13100
2009-02-03,4.000000,4.000000,4.000000,4.000000,3.194086,1000
2009-02-04,3.700000,3.700000,3.600000,3.600000,2.874677,800
2009-02-05,3.700000,3.850000,3.700000,3.850000,3.074307,3200
2009-02-06,4.000000,4.000000,3.900000,3.900000,3.114233,1200
2009-02-09,4.300000,4.300000,4.250000,4.260000,3.401701,11800
2009-02-10,4.500000,4.500000,4.100000,4.100000,3.273937,3800
2009-02-11,4.180000,4.180000,4.000000,4.100000,3.273937,9500
2009-02-12,4.000000,4.000000,3.920000,3.920000,3.130204,6500
2009-02-13,3.900000,3.900000,3.900000,3.900000,3.114233,6600
2009-02-17,3.800000,3.800000,3.750000,3.750000,2.994455,1900
2009-02-18,3.800000,3.800000,3.750000,3.750000,2.994455,4500
2009-02-19,3.900000,3.920000,3.900000,3.920000,3.130204,1500
2009-02-20,3.920000,3.920000,3.920000,3.920000,3.130204,0
2009-02-23,3.800000,3.800000,3.750000,3.750000,2.994455,8600
2009-02-24,3.700000,3.750000,3.700000,3.750000,2.994455,10100
2009-02-25,3.650000,4.050000,3.650000,4.050000,3.234012,900
2009-02-26,4.000000,4.000000,3.750000,3.750000,2.994455,2100
2009-02-27,3.600000,3.600000,3.600000,3.600000,2.874677,2500
2009-03-02,3.500000,3.650000,3.400000,3.400000,2.714973,3700
2009-03-03,3.450000,3.550000,3.450000,3.550000,2.834751,18300
2009-03-04,3.550000,3.550000,3.550000,3.550000,2.834751,0
2009-03-05,3.550000,3.550000,3.550000,3.550000,2.834751,2000
2009-03-06,3.550000,3.550000,3.550000,3.550000,2.834751,2000
2009-03-09,3.450000,3.550000,3.350000,3.350000,2.675046,14000
2009-03-10,3.750000,3.750000,3.550000,3.600000,2.874677,7500
2009-03-11,3.600000,3.600000,3.600000,3.600000,2.874677,0
2009-03-12,3.750000,3.850000,3.750000,3.850000,3.074307,2700
2009-03-13,3.850000,3.850000,3.850000,3.850000,3.074307,300
2009-03-16,3.950000,3.950000,3.950000,3.950000,3.154159,1500
2009-03-17,3.950000,4.000000,3.950000,4.000000,3.194086,4500
2009-03-18,4.200000,4.200000,4.200000,4.200000,3.353790,2800
2009-03-19,4.600000,4.600000,4.600000,4.600000,3.673198,600
2009-03-20,4.350000,4.350000,4.350000,4.350000,3.473568,500
2009-03-23,4.500000,4.500000,4.460000,4.460000,3.561405,2000
2009-03-24,4.460000,4.460000,4.460000,4.460000,3.561405,0
2009-03-25,4.400000,4.750000,4.400000,4.750000,3.792977,1800
2009-03-26,4.600000,4.850000,4.600000,4.750000,3.792977,4900
2009-03-27,4.400000,4.400000,4.400000,4.400000,3.513494,1800
2009-03-30,4.400000,4.400000,4.400000,4.400000,3.513494,500
2009-03-31,4.450000,4.450000,4.450000,4.450000,3.553420,800
2009-04-01,4.550000,4.550000,4.550000,4.550000,3.633273,2000
2009-04-02,4.850000,4.850000,4.740000,4.850000,3.872828,21000
2009-04-03,4.900000,4.900000,4.800000,4.800000,3.832903,3500
2009-04-06,5.000000,5.250000,5.000000,5.250000,4.192237,31700
2009-04-07,5.250000,5.250000,5.250000,5.250000,4.192237,0
2009-04-08,4.950000,5.000000,4.800000,4.800000,3.832903,4100
2009-04-09,5.100000,5.100000,5.000000,5.050000,4.032533,11100
2009-04-13,5.050000,5.050000,5.050000,5.050000,4.032533,800
2009-04-14,5.150000,5.150000,5.150000,5.150000,4.112385,500
2009-04-15,5.150000,5.150000,5.150000,5.150000,4.112385,0
2009-04-16,5.150000,5.150000,5.150000,5.150000,4.112385,0
2009-04-17,5.700000,5.700000,5.300000,5.300000,4.232163,10100
2009-04-20,5.400000,5.400000,5.400000,5.400000,4.312015,500
2009-04-21,5.400000,5.400000,5.400000,5.400000,4.312015,0
